chr	start	end	name	category	strand	gene	inferred_strand	svm_prediction	dome_k4me1_up	dome_k4me1_center	dome_k4me1_down	dome_k4me2_up	dome_k4me2_center	dome_k4me2_down	dome_k4me3_up	dome_k4me3_center	dome_k4me3_down	dome_k9ac_up	dome_k9ac_center	dome_k9ac_down	dome_k27ac_up	dome_k27ac_center	dome_k27ac_down	dome_h4k16ac_up	dome_h4k16ac_center	dome_h4k16ac_down	dome_k56ac_up	dome_k56ac_center	dome_k56ac_down	dome_k64ac_up	dome_k64ac_center	dome_k64ac_down	dome_k122ac_up	dome_k122ac_center	dome_k122ac_down	dome_ntac_up	dome_ntac_center	dome_ntac_down	dome_igg_up	dome_igg_center	dome_igg_down	dome_k4me1_centerdown	dome_k4me2_centerdown	dome_k4me3_centerdown	dome_k9ac_centerdown	dome_k27ac_centerdown	dome_h4k16ac_centerdown	dome_k56ac_centerdown	dome_k64ac_centerdown	dome_k122ac_centerdown	dome_ntac_centerdown	dome_igg_centerdown	dome_k4me1_lg_enrich	dome_k4me2_lg_enrich	dome_k4me3_lg_enrich	dome_k9ac_lg_enrich	dome_k27ac_lg_enrich	dome_h4k16ac_lg_enrich	dome_k56ac_lg_enrich	dome_k64ac_lg_enrich	dome_k122ac_lg_enrich	dome_ntac_lg_enrich
chr11	3860585	3860764	atac_L03022	prom_ens	-	ENSDART00000082425	-	prom	4.53	3.295	3.653	1.91	2.278	3.745	0.98	0.93	2.703	1.667	2.014	1.823	1.069	1.76	1.501	1.596	0.703	1.232	2.264	3.539	0	2.281	2.334	2.862	2.093	2.475	0.861	2.308	1.366	1.704	1.351	1.45	0.39	3.604	3.598	2.539	1.854	1.543	1.163	1.386	2.793	1.254	1.658	0.61	2.994	2.989	1.929	1.244	0.934	0.554	0.776	2.184	0.644	1.048
chr11	3907916	3907993	atac_L03029	prom_ens	-	ENSDART00000082409	-	prom	1.635	2.97	3.388	0	3.315	4.765	0.856	1.038	2.872	0.787	0	2.42	1.437	0	1.882	1.3	1.299	1.93	0	0	2.264	1.291	0	2.955	1.396	0	1.396	0.646	0	0.646	0.949	0	0	3.362	4.699	2.796	2.334	1.804	1.893	2.18	2.862	1.331	0.608	0	3.362	4.699	2.796	2.334	1.804	1.893	2.18	2.862	1.331	0.608
chr11	3950306	3950455	atac_L03031	prom_umms	-	rna33126	-	enh	2.056	3.011	2.871	0	2.493	3.413	1.2	0	1.477	0.447	1.149	0.787	0.983	1.399	1.151	1.232	2.006	1.426	0	0	0	0	0	1.291	2.093	0	0.861	1.704	2.741	0	0.696	1.029	0.39	2.89	3.322	1.352	0.839	1.186	1.516	0	1.176	0.774	0.797	0.49	2.399	2.832	0.861	0.349	0.695	1.025	-0.49	0.686	0.284	0.306
chr11	4261684	4261993	atac_P00624	prom_umms	-	TCONS_00012552	-	enh	0	0	0	0	0	0	0.721	1.035	1.298	0	0.666	1.062	0.315	0.48	0.315	0.293	0.628	0.154	0	0	3.105	0.568	0.832	0	0	1.864	1.786	0	0	0	0.39	1.588	1.164	0	0	1.24	0.978	0.356	0.281	2.768	0.244	1.805	0	1.276	-1.276	-1.276	-0.036	-0.298	-0.92	-0.995	1.492	-1.032	0.529	-1.276
chr11	6115370	6115788	atac_P00634	prom_ens	+	ENSDART00000161458	-	enh	1.037	0	1.635	1.25	0	0	0.98	0.978	0.721	0	0.901	2.092	1.62	2.124	1.833	0.926	0.853	1.364	2.264	2.472	0	1.551	0.657	1.551	0	0	0	1.704	0	1.43	1.164	0.8	0.696	1.313	0	0.802	1.831	1.925	1.231	1.227	1.34	0	1.134	0.728	0.585	-0.728	0.074	1.103	1.197	0.504	0.499	0.612	-0.728	0.406
chr11	6206553	6206667	atac_L03077	prom_ens	-	ENSDART00000019440	-	prom	1.037	0	2.056	1.25	2.817	3.886	0.217	1.276	1.39	0.447	1.374	2.092	0.315	1.651	2.103	0.419	0.99	1.485	0	0	2.264	0.568	2.387	2.281	0	2.195	1.786	0	0	1.43	0.696	0	0.696	1.939	3.807	1.379	2.033	2.062	1.441	2.142	2.292	1.834	1.334	0.638	1.3	3.169	0.74	1.395	1.424	0.803	1.504	1.654	1.195	0.695
chr11	6460617	6460707	atac_L03083	prom_ens	+	ENSDART00000170180	-	prom	3.976	2.776	2.871	3.589	4.584	2.704	1.477	1.888	1.477	2.319	2.331	2.092	1.371	1.236	1.731	1.485	1.807	2.091	0	0	0	3.042	3.848	3.124	0	0	1.396	2.308	2.049	2.133	1.351	0	0.949	2.863	2.992	1.515	2.114	1.696	2.069	0	3.2	1.321	2.127	0.89	1.973	2.102	0.625	1.224	0.805	1.179	-0.89	2.31	0.43	1.236
chr11	7139521	7139621	atac_L03100	prom_ens	-	ENSDART00000016472	-	prom	1.635	3.527	3.527	0	0	4.611	0.572	1.39	2.629	1.293	0	2.42	1.437	2.947	2.526	0.837	1.7	1.596	2.264	0	0	1.771	3.412	3.412	0.861	0	0	0.646	0	2.464	1.164	2.848	1.516	3.527	4.48	2.552	2.31	2.57	1.606	0	3.412	0	2.352	1.703	1.824	2.777	0.849	0.607	0.867	-0.097	-1.703	1.71	-1.703	0.65
chr11	7147403	7147719	atac_L03103	prom_ens	-	ENSDART00000143942	-	enh	4.656	4.789	5.464	0	2.423	2.361	0.856	1.344	0.405	2.604	3.176	3.332	2.061	2.59	2.752	1.485	1.728	1.542	2.264	0	3.633	3.859	3.547	3.906	1.786	2.285	1.786	1.704	3.312	2.604	1.922	1.788	1.799	5.329	2.376	0.692	3.296	2.715	1.589	3.273	3.827	1.923	2.809	1.797	3.532	0.579	-1.104	1.499	0.918	-0.208	1.477	2.031	0.126	1.012
chr11	7411410	7411609	atac_L03108	prom_ens	-	ENSDART00000167312	-	enh	0	1.866	1.635	0	2.159	2.361	1.2	1.945	1.636	0.787	2.693	2.319	0.574	2.226	1.437	0.744	2.224	1.087	2.264	0	2.264	0.568	1.776	1.771	0	0	0.861	0.646	0	1.43	1.164	2.041	1.516	1.676	2.329	1.692	2.388	1.602	1.349	2.061	1.771	0.749	1.271	1.618	0.058	0.712	0.074	0.771	-0.016	-0.269	0.443	0.154	-0.869	-0.347
chr11	7528765	7528877	atac_L03113	prom_ens	+	ENSDART00000171813	-	enh	3.527	0	2.647	2.361	0	1.25	0.721	1.291	1.2	2.21	1.389	1.964	1.62	1.063	1.783	1.087	1.003	1.161	0	0	2.264	1.961	2.408	2.13	0	0	1.396	0.646	1.816	1.43	1.351	0	0.949	2.519	1.164	1.209	1.916	1.724	1.146	2.144	2.16	1.303	1.474	0.877	1.642	0.287	0.332	1.039	0.848	0.269	1.267	1.283	0.426	0.597
chr11	10456347	10456528	atac_L03155	prom_ens	-	ENSDART00000011087	-	prom	1.635	2.768	3.065	0	3.635	4.527	0.856	1.481	2.84	0	2.002	2.687	0.687	2.012	1.929	0.744	1.666	1.842	0	0	3.105	1.291	2.662	2.542	0	0	1.786	1.704	0	1.09	0.949	0.892	1.164	3.023	4.422	2.698	2.601	1.942	1.817	2.895	2.561	1.62	0.968	1.125	1.898	3.296	1.573	1.476	0.816	0.691	1.77	1.436	0.495	-0.157
chr11	10797820	10797900	atac_L03159	prom_refseq	-	XM_001335416.7	-	enh	2.647	4.374	4.069	0	0	2.704	0.856	2.014	2.029	1.964	3.332	2.092	1.151	3.231	1.562	0.926	1.636	0.926	0	0	0	2.417	3.707	2.862	0	2.609	2.093	1.09	3.01	1.935	0.949	1.555	0.696	4.094	2.61	2.027	2.231	1.778	0.992	0	2.945	2.138	2.048	0.78	3.314	1.83	1.247	1.451	0.997	0.211	-0.78	2.164	1.357	1.268
chr11	11331039	11331115	atac_L03171	prom_ens	-	ENSDART00000162612	-	prom	2.647	0	2.381	1.25	0	3.886	0.572	0	2.337	0.447	0	2.687	0.574	0	1.677	0.744	0	2.091	0	0	0	0.568	0	2.13	0.861	0	1.786	0	2.237	0.646	0.696	0	0.949	2.296	3.788	2.253	2.599	1.605	2.011	0	2.049	1.712	0.838	0.899	1.398	2.889	1.354	1.7	0.706	1.112	-0.899	1.15	0.813	-0.061
chr11	11336941	11337081	atac_L03172	prom_ens	-	ENSDART00000016677	-	prom	3.388	3.09	4.594	2.981	4.933	5.739	0.721	1.961	1.709	1.062	1.844	2.21	0.315	1.669	1.562	0.744	1.14	1.7	0	0	0	0.568	1.445	2.417	1.396	2.772	1.786	0	0	1.704	0.696	1.685	0.949	4.475	5.661	1.743	2.17	1.575	1.642	0	2.328	1.95	1.576	1.062	3.413	4.599	0.68	1.108	0.513	0.58	-1.062	1.266	0.888	0.514
chr11	11792684	11792884	atac_L03186	prom_ens	-	ENSDART00000011657	-	prom	2.871	0	2.056	4.133	0	2.704	2.191	2.823	4.105	2.092	4.037	2.766	1.62	1.783	2.143	1.161	1.93	1.649	3.105	0	0	2.281	3.239	2.542	1.786	0	1.396	1.43	1.935	0	1.665	1.734	1.164	1.86	2.484	3.956	3.071	2.089	1.7	0	2.684	1.239	0.556	1.276	0.585	1.209	2.681	1.796	0.813	0.424	-1.276	1.408	-0.037	-0.719
chr11	12007829	12008120	atac_L03210	prom_ens	-	ENSDART00000111919	-	prom	4.594	3.328	3.653	3.213	1.752	4.69	1.39	1.691	2.667	1.492	2.582	2.515	1.562	2.051	1.974	1.485	2.223	2.052	0	0	0	1.771	1.802	2.763	1.396	2.381	2.345	0.646	1.967	1.09	1.164	0.616	1.164	3.586	4.376	2.497	2.53	1.992	2.093	0	2.596	2.353	1.339	1.057	2.528	3.319	1.44	1.473	0.935	1.036	-1.057	1.539	1.296	0.282
chr11	12158132	12158500	atac_P00657	prom_ens	-	ENSDART00000147670	-	prom	3.388	4.064	4.392	1.91	3.819	5.496	0.721	1.215	2.191	0.787	1.571	1.964	0.687	1.111	2.221	1.3	0.938	1.887	0	0	0	1.551	0.727	3.042	0.861	1.077	2.093	1.09	0.822	1.704	1.922	0.507	1.164	4.311	5.201	1.986	1.869	1.996	1.687	0	2.693	1.882	1.515	1.014	3.297	4.187	0.972	0.854	0.982	0.672	-1.014	1.679	0.867	0.5
chr11	12171278	12171468	atac_L03216	prom_ens	+	ENSDART00000188509	-	enh	0	0	1.635	2.361	0	0	0.721	0	0.98	1.062	0.967	1.062	1.228	1.549	1.151	1.087	0.671	1.542	2.264	0	0	0.568	1.182	0.568	0.861	1.655	0.861	1.09	0	0.646	0.696	0.861	1.351	1.469	0	0.862	1.047	1.222	1.433	0	0.685	1.021	0.56	1.283	0.187	-1.283	-0.421	-0.235	-0.06	0.15	-1.283	-0.597	-0.262	-0.723
chr11	12744073	12744241	atac_L03224	prom_umms	-	rna33449	-	prom	3.388	2.047	3.236	4.344	3.203	4.133	2.139	1.961	2.241	1.964	2.411	2.092	1.62	1.966	1.562	1.649	1.878	2.052	0	0	0	1.961	3.032	2.657	2.345	0	2.093	0.646	2.124	0	1.351	0.943	0.696	3.114	4.031	2.204	2.143	1.627	2.029	0	2.717	1.924	0.569	0.734	2.38	3.297	1.47	1.409	0.893	1.294	-0.734	1.983	1.19	-0.165
chr11	14199673	14199981	atac_P00663	prom_ens	+	ENSDART00000102520	-	prom	4.594	4.735	3.876	1.91	1.695	2.361	1.094	0.839	1.298	1.062	1.468	1.492	0.891	1.756	1.151	0.744	1.402	1.008	0	2.842	0	1.551	1.744	0.974	0	1.217	1.396	0	2.481	1.935	1.164	0	0	4.129	2.229	1.202	1.487	1.318	1.111	1.295	1.196	1.356	2.083	0	4.129	2.229	1.202	1.487	1.318	1.111	1.295	1.196	1.356	2.083
chr11	14813002	14813111	atac_L03269	prom_ens	-	ENSDART00000122645	-	prom	2.647	3.413	4.53	2.361	2.873	5.451	1.2	0.802	2.029	1.492	2.583	3.571	1.437	1.926	2.431	1.008	1.615	2.995	0	0	0	1.551	2.44	3.476	0	0	2.093	1.43	1.844	2.133	0.949	0	1.164	4.451	5.328	1.945	3.499	2.389	2.905	0	3.402	1.98	2.107	1.083	3.368	4.245	0.862	2.416	1.306	1.822	-1.083	2.319	0.897	1.024
chr11	15001661	15001735	atac_L03273	prom_ens	-	ENSDART00000169476	-	prom	0	0	3.769	1.91	4.295	4.69	0.572	2.428	3.161	0.787	0	3.279	0.45	1.406	2.671	0.837	1.713	3.13	0	0	3.633	1.961	2.911	3.538	0.861	0	2.913	0.646	0	1.43	1.164	2.376	1.164	3.673	4.666	3.121	3.187	2.612	3.067	3.539	3.502	2.824	1.366	1.289	2.385	3.378	1.832	1.898	1.323	1.778	2.25	2.213	1.535	0.077
chr11	15207984	15208180	atac_L03275	prom_umms	-	TCONS_00013098	-	enh	1.037	1.882	3.065	0	0	0	0.405	0.869	0.721	0.787	0.945	1.293	1.069	1.354	1.62	0.536	1.952	1.232	2.264	3.42	0	1.551	2.566	1.551	1.396	2.857	0.861	0	1.287	1.09	0.696	0.841	0.39	2.926	0	0.746	1.242	1.58	1.377	1.373	1.774	1.436	1.124	0.474	2.452	-0.474	0.273	0.768	1.106	0.903	0.899	1.3	0.962	0.651
chr11	15297182	15297311	atac_L03276	prom_ens	-	ENSDART00000171250	-	prom	2.871	3.727	3.769	1.25	0	4.015	1.558	1.529	1.909	2.319	2.728	3.383	1.731	2.739	2.586	1.364	2.422	2.165	2.264	0	0	2.13	2.724	3.275	2.093	2.873	2.913	1.704	0	2.308	0.949	1.767	1.351	3.764	3.851	1.87	3.321	2.604	2.197	0	3.222	2.908	2.17	1.405	2.359	2.447	0.466	1.917	1.199	0.792	-1.405	1.817	1.503	0.765
chr11	15874954	15875054	atac_L03286	prom_ens	-	ENSDART00000165836	-	prom	1.037	3.527	3.976	1.25	2.981	4.015	0.721	2.085	1.39	0.447	1.492	2.092	0.574	2.018	1.882	0.536	1.426	1.842	0	0	3.105	0.974	1.771	2.763	1.396	0	2.345	1.09	0	1.09	0.949	2.036	1.516	3.94	3.946	1.469	2.047	1.895	1.809	2.985	2.696	2.236	1.019	1.572	2.368	2.374	-0.103	0.475	0.323	0.237	1.413	1.124	0.664	-0.553
chr11	16115772	16116024	atac_L03292	prom_ens	-	ENSDART00000143436	-	prom	2.056	2.372	3.388	2.361	2.694	3.886	0.572	1.383	1.97	0.787	2.594	2.98	0.574	0.977	2.061	0.536	1.788	1.542	2.264	0	2.264	1.291	0.969	2.862	0.861	1.389	0	1.09	2.124	0.646	0.696	1.157	0.696	3.234	3.713	1.87	2.911	1.899	1.595	2.014	2.633	0.407	1.089	0.801	2.432	2.912	1.068	2.109	1.097	0.793	1.212	1.831	-0.394	0.288
chr11	16215163	16215289	atac_L03297	prom_ens	-	ENSDART00000185744	-	prom	2.871	2.372	3.653	2.361	2.694	4.837	0.98	1.193	3.487	1.062	2.411	2.913	1.501	1.294	2.294	0.926	1.692	1.749	0	0	2.264	1.771	0	3.412	0.861	2.084	1.396	2.308	1.696	1.704	1.516	0	1.351	3.554	4.706	3.352	2.864	2.211	1.743	2.13	3.258	1.492	1.703	1.249	2.305	3.457	2.103	1.615	0.962	0.494	0.881	2.009	0.243	0.454
chr11	16395840	16396096	atac_L03300	prom_umms	-	TCONS_00013155	-	prom	1.037	1.611	3.876	1.25	1.885	5.204	0.572	1.821	2.773	0	1.939	2.687	0.687	1.857	2.33	0.419	1.946	1.93	0	0	0	0	0.958	3.476	0	2.066	1.786	0	1.072	1.43	0.696	0.683	1.922	3.622	4.911	2.623	2.563	2.245	1.933	0	3.211	1.848	1.364	1.742	1.88	3.169	0.881	0.821	0.503	0.191	-1.742	1.469	0.106	-0.378
chr11	16974900	16975126	atac_L03310	prom_ens	-	ENSDART00000122222	-	prom	2.871	2.5	2.871	2.361	2.828	4.344	0.98	1.656	1.477	1.964	3.04	2.42	1.677	2.551	1.833	0.837	1.58	1.087	0	0	0	0.974	2.071	2.763	1.396	1.488	0.861	2.133	1.169	1.43	0.949	1.612	0.949	2.809	4.16	1.512	2.556	1.995	1.191	0	2.658	0.999	1.385	1.096	1.713	3.063	0.415	1.46	0.899	0.095	-1.096	1.562	-0.097	0.289
chr11	17964562	17964811	atac_L03322	prom_ens	+	ENSDART00000168082	-	prom	2.381	3.532	4.069	1.25	3.218	3.589	1.2	1.394	0.98	1.823	2.425	2.42	1.069	2.299	1.833	1.649	1.8	1.596	2.264	4.024	0	1.771	1.554	2.281	1.396	1.4	0	2.133	1.708	0.646	1.351	2.04	0.949	3.977	3.522	1.073	2.421	1.939	1.639	2.016	2.162	0.408	0.929	1.242	2.735	2.28	-0.169	1.179	0.697	0.397	0.774	0.92	-0.834	-0.313
chr11	18017727	18018048	atac_P00680	prom_ens	-	ENSDART00000040171	-	enh	1.037	2.565	0	0	1.655	1.25	0.217	0.325	0.217	0	0.646	0.447	0	0	0	0.154	0.609	0.293	0	2.792	0	0	0	0	0	1.184	0.861	0	0	0	0.949	0.569	0.39	1.134	1.359	0.244	0.498	0	0.376	1.287	0	0.946	0	0.435	0.699	0.924	-0.191	0.062	-0.435	-0.059	0.852	-0.435	0.511	-0.435
chr11	18216374	18216502	atac_L03329	prom_ens	+	ENSDART00000086437	-	enh	0	0	1.037	1.25	0	0	0.572	0.708	1.094	1.293	1.273	1.062	0.315	0	0.687	0.536	1.676	1.3	0	0	0	0	0	0.568	1.396	0	1.786	0	0	0.646	0.39	0	1.164	0.951	0	1.055	1.088	0.624	1.348	0	0.514	1.665	0.585	1.07	-0.119	-1.07	-0.015	0.018	-0.446	0.278	-1.07	-0.556	0.595	-0.485
chr11	18384477	18384579	atac_L03336	prom_ens	-	ENSDART00000156499	-	prom	3.388	0	3.976	2.361	2.956	3.413	0.98	1.373	2.511	2.319	3.545	3.045	1.62	2.375	2.364	1.087	1.909	1.749	3.105	0	0	1.961	3.387	3.759	0	2.322	2.345	0.646	0	1.704	0.696	0	1.164	3.845	3.376	2.436	3.099	2.365	1.764	0	3.729	2.343	1.608	1.088	2.757	2.289	1.349	2.012	1.278	0.677	-1.088	2.641	1.255	0.521
chr11	18557252	18557452	atac_L03340	prom_ens	-	ENSDART00000110882	-	prom	3.236	1.86	2.381	1.25	2.981	3.886	0.856	2.337	4.021	1.492	3.332	2.98	1.228	2.479	2.877	1.161	1.93	1.596	0	0	4.323	1.291	3.042	3.275	0.861	0	1.396	1.704	1.935	1.09	1.351	1.734	1.516	2.306	3.77	3.845	3.045	2.818	1.658	4.074	3.239	1.239	1.27	1.555	0.752	2.215	2.291	1.491	1.263	0.103	2.52	1.684	-0.316	-0.285
chr11	18604508	18604682	atac_L03341	prom_ens	-	ENSDART00000171183	-	enh	1.635	4.471	4.069	1.91	2.311	2.361	1.477	2.241	1.2	2.687	3.963	2.766	1.731	3.002	2.778	2.013	3.13	2.626	3.633	0	2.264	3.042	4.14	3.042	0.861	2.509	0.861	1.704	3.627	2.308	1.922	1.877	1.351	4.136	2.354	1.41	3.019	2.813	2.712	2.084	3.267	1.257	2.597	1.442	2.694	0.912	-0.032	1.577	1.372	1.271	0.642	1.826	-0.185	1.155
chr11	18800304	18800379	atac_L03366	prom_umms	-	rna33673	-	prom	1.037	4.463	4.157	0	3.35	3.213	1.298	1.661	1.709	0.787	0	1.293	1.151	1.394	1.501	0.926	0.807	1.364	0	0	0	1.961	2.894	2.281	0	0	0.861	0.646	0	1.704	0.39	1.617	1.351	4.181	3.223	1.706	1.233	1.494	1.331	0	2.333	0.815	1.633	1.371	2.81	1.852	0.335	-0.138	0.123	-0.04	-1.371	0.962	-0.556	0.262
chr11	19598610	19598731	atac_L03387	prom_ens	-	ENSDART00000110499	-	prom	4.715	5.327	4.157	3.745	4.177	5.091	1.779	0.74	1.779	2.319	0	2.092	2.258	3.712	2.586	1.542	1.732	2.303	3.105	0	2.264	2.417	3.166	1.961	0.861	0	1.786	1.09	0	1.935	0.949	2.276	0.39	4.34	5.016	1.697	1.968	2.759	2.251	2.135	2.151	1.671	1.815	0.758	3.581	4.258	0.938	1.21	2.001	1.493	1.377	1.393	0.913	1.057
chr11	19775128	19775306	atac_L03393	prom_ens	-	ENSDART00000037894	-	prom	3.065	3.681	4.318	1.91	3.129	3.886	1.39	2.066	2.241	1.293	1.603	2.092	0.687	1.904	1.833	0.926	1.367	1.364	0	0	2.264	1.961	1.236	3.124	0.861	0	0.861	1.704	2.061	1.704	0.39	0	0.696	4.238	3.795	2.216	2.028	1.844	1.364	2.08	2.955	0.759	1.764	0.61	3.628	3.184	1.606	1.418	1.234	0.754	1.47	2.345	0.149	1.154
chr11	20056970	20057196	atac_L03400	prom_ens	+	ENSDART00000184979	-	enh	2.056	3.367	2.647	1.25	2.018	1.25	0.572	0.442	1.094	0.447	1.381	0.447	0.793	0.856	1.228	0.419	0.583	1.364	0	0	0	1.961	3.254	1.551	1.396	0	2.093	0.646	1.807	0.646	0.949	1.612	1.351	2.809	1.426	0.994	0.671	1.166	1.248	0	2.052	1.873	0.942	1.403	1.407	0.023	-0.409	-0.732	-0.236	-0.154	-1.403	0.65	0.47	-0.461
chr11	20071782	20071900	atac_L03402	prom_ens	-	ENSDART00000159928	-	prom	3.527	3.31	4.715	2.981	2.775	4.97	1.2	1.247	1.2	1.062	1.343	2.21	1.301	2.037	1.974	0.837	1.28	2.052	2.264	0	2.264	1.291	1.606	3.042	0	0	0.861	0.646	0	1.43	1.164	1.859	0.949	4.617	4.846	1.205	2.14	1.981	1.988	2.138	2.943	0.791	1.331	1.077	3.54	3.769	0.128	1.063	0.904	0.911	1.061	1.866	-0.286	0.254
chr11	21014550	21014640	atac_L03411	prom_ens	-	ENSDART00000042220	-	enh	1.635	0	1.037	1.91	0	0	1.094	1.888	0.856	0.447	0	1.667	0.983	2.683	1.151	0.744	1.807	0.837	2.264	0	0	0.568	1.88	0.974	0.861	0	0.861	0.646	2.863	0.646	0.696	1.445	0.39	0.975	0	0.976	1.583	1.36	0.947	0	1.075	0.806	1.026	0.513	0.462	-0.513	0.463	1.071	0.848	0.435	-0.513	0.562	0.294	0.513
chr11	21218102	21218235	atac_L03415	prom_ens	-	ENSDART00000027532	-	prom	1.635	2.309	2.056	0	3.507	3.745	0.405	2.017	4.26	1.492	3.199	3.045	0.793	1.249	2.699	0.419	1.428	2.129	0	0	2.264	0.974	1.492	3.412	0.861	0	2.345	1.09	0	1.704	0.39	0	1.164	2.088	3.719	4.119	3.064	2.587	2.062	2.123	3.282	2.202	1.582	1.067	1.021	2.653	3.053	1.997	1.52	0.995	1.057	2.215	1.136	0.515
chr11	22372020	22372137	atac_L03443	prom_ens	-	ENSDART00000065996	-	prom	2.871	2.459	3.236	1.91	4.223	5.149	1.39	0.759	2.383	1.492	2.498	2.604	1.301	1.851	1.833	1.008	1.957	1.596	0	0	0	1.291	0	1.771	0.861	0	0.861	0	0	1.704	1.164	0	0.696	3.171	5.075	2.277	2.593	1.835	1.639	0	1.66	0.791	1.595	0.637	2.534	4.438	1.64	1.956	1.198	1.002	-0.637	1.023	0.154	0.958
chr11	23696659	23696860	atac_L03465	prom_ens	-	ENSDART00000124810	-	enh	0	2.641	4.069	0	0	3.413	1.094	1.593	1.298	0.447	1.89	2.841	0.687	2.013	2.495	1.426	1.421	1.972	0	0	0	0	2.202	3.346	0	1.6	0.861	0.646	1.266	1.935	1.799	0.825	1.351	3.909	3.176	1.352	2.72	2.425	1.893	0	3.207	1.014	1.842	1.275	2.634	1.901	0.077	1.445	1.15	0.618	-1.275	1.932	-0.261	0.567
chr11	23895479	23895563	atac_L03468	prom_ens	+	ENSDART00000160394	-	enh	2.381	2.861	2.056	0	0	0	1.2	0.974	1.558	0.787	0	0.787	0.891	1.294	0.574	0.643	0.739	1.087	0	0	0	0.974	0	0.974	0	0	1.396	0	0	0	0.949	0	0	2.137	0	1.521	0.739	0.644	1.063	0	0.918	1.325	0	0	2.137	0	1.521	0.739	0.644	1.063	0	0.918	1.325	0
chr11	24063894	24064111	atac_L03477	prom_umms	+,-	TCONS_00011170	-	prom	4.069	5.127	4.929	3.213	3.777	4.611	1.298	2.723	4.184	1.823	2.942	2.98	1.731	2.129	2.463	1.7	2.363	2.303	2.264	3.287	2.264	1.771	2.445	3.042	0	1.526	0.861	0.646	0	2.133	0.949	0.778	0.696	4.967	4.494	4.011	2.974	2.409	2.314	2.508	2.952	1.004	1.92	0.711	4.256	3.783	3.3	2.263	1.698	1.603	1.797	2.241	0.293	1.209
chr11	24191799	24192156	atac_P00715	prom_ens	-	ENSDART00000136827	-	enh	0	0	0	0	1.552	1.25	0.98	1.094	1.094	0	1.336	0.447	0.45	1.243	0.983	0.293	0.395	0.419	2.264	0	0	0	0	0.568	1.396	0	0.861	0	0.841	0	1.799	1.85	1.164	0	1.336	1.094	0.738	1.056	0.413	0	0.439	0.679	0.273	1.378	-1.378	-0.042	-0.284	-0.64	-0.322	-0.965	-1.378	-0.939	-0.699	-1.105
chr11	24957561	24957791	atac_P00723	prom_umms	+	TCONS_00011256	-	enh	0	0	1.037	0	0	1.25	0.721	1.041	1.094	1.062	1.366	1.964	0.574	1.374	1.069	0.293	0.793	1.232	0	0	3.633	0.568	1.631	0.974	0.861	0	1.396	1.09	1.789	2.308	0.39	0.743	1.351	0.892	1.085	1.084	1.87	1.131	1.16	3.361	1.122	1.219	2.224	1.255	-0.363	-0.17	-0.171	0.615	-0.124	-0.095	2.106	-0.133	-0.036	0.969
chr11	25256971	25257251	atac_L03509	prom_ens	+,-	ENSDART00000156052	-	prom	4.771	4.003	2.647	1.25	1.792	3.589	1.2	0.367	2.511	1.964	3.133	2.092	1.974	2.639	2.182	1.426	1.93	1.426	2.264	2.962	2.264	2.955	2.98	2.862	0.861	1.297	0.861	2.308	2.009	1.09	0.696	1.076	0.949	3.07	3.344	2.244	2.393	2.295	1.552	2.448	2.889	0.968	1.347	0.977	2.093	2.367	1.266	1.415	1.318	0.575	1.471	1.911	-0.009	0.37
chr11	25324294	25324552	atac_L03516	prom_ens	-	ENSDART00000158598	-	prom	5.071	5.385	5.32	2.981	3.547	4.527	1.298	1.174	1.298	1.492	2.175	2.42	1.501	1.751	1.929	1.426	1.938	1.7	2.264	0	2.264	1.961	2.724	2.542	0	0	0.861	2.133	2.694	0.646	0.949	1.487	1.164	5.333	4.374	1.273	2.373	1.894	1.752	2.008	2.581	0.721	1.362	1.236	4.097	3.138	0.037	1.137	0.658	0.516	0.772	1.345	-0.515	0.126
chr11	25619919	25620048	atac_L03524	prom_ens	+	ENSDART00000033702	-	prom	2.381	4.114	3.388	1.25	4.09	1.91	1.298	1.529	1.298	1.667	3.005	2.319	1.151	2.739	1.562	1.232	2.165	1.008	0	0	0	2.542	3.816	1.771	0.861	0	0	1.43	1.673	0.646	1.665	2.538	1.351	3.492	2.399	1.326	2.416	1.756	1.198	0	2.212	0	0.807	1.547	1.945	0.852	-0.221	0.869	0.209	-0.349	-1.547	0.664	-1.547	-0.74
chr11	25733609	25733896	atac_P00731	prom_refseq	-	XM_021479844.1	-	prom	3.236	3.585	3.527	0	3.037	5.149	0.98	1.574	1.97	1.293	2.741	2.98	1.501	2.067	3.078	1.008	1.466	2.702	2.264	0	3.633	1.291	1.423	2.542	0.861	1.276	1.786	2.308	1.569	1.09	0.949	1.888	1.164	3.54	4.877	1.891	2.93	2.906	2.504	3.302	2.357	1.687	1.212	1.359	2.18	3.518	0.531	1.571	1.547	1.145	1.943	0.998	0.327	-0.148
chr11	25829743	25829882	atac_L03532	prom_umms	-	TCONS_00013521	-	prom	2.871	4.781	4.318	1.25	3.449	3.213	0.572	1.459	1.2	1.062	2.912	2.604	0.983	2.648	2.103	0.837	2.082	1.364	0	0	2.264	1.961	2.634	2.417	0	1.977	0	1.704	0	1.43	0.39	2.12	0.949	4.383	3.244	1.234	2.645	2.181	1.473	2.117	2.445	0.442	1.314	1.154	3.229	2.09	0.08	1.491	1.028	0.32	0.964	1.292	-0.712	0.161
